TSNE1,TSNE2,TSNE3
17.087399,-17.512003,-17.842339
14.181481,-13.57461,-9.133104
12.880251,0.24449712,-21.119204
11.41712,11.769098,-1.9504287
15.383175,-3.4878542,-6.0896134
11.80282,-5.3056345,-7.4828777
19.718292,-10.853458,-8.480724
15.446769,0.7228025,-21.33964
29.457218,-10.560088,-27.265017
2.9300418,10.946925,-24.357855
12.114289,12.938737,-30.766434
9.219364,-15.315197,-14.829531
14.36318,-13.942996,-8.599471
-6.9606586,-6.3228517,-5.2062764
6.081195,10.253514,-2.2852807
9.780827,6.3353667,-4.209908
29.313805,-10.826798,-28.90762
1.7989589,8.349745,-26.290382
11.056362,13.358873,-30.533087
14.063586,-8.649306,-18.67738
10.191677,-9.180121,-13.153463
21.834377,-5.2927246,-6.923106
8.703911,14.8439245,-20.604914
20.037792,-7.1944723,-7.849149
10.633834,-1.1635842,-3.9655933
16.366974,6.195116,1.182666
9.667934,-13.89768,-14.819324
10.548551,-1.4341532,-5.7366633
-1.2274408,-3.556808,-9.886348
26.971495,-12.779625,-24.619581
8.434873,16.290667,-20.06943
13.275575,12.52496,-30.582214
11.270433,-20.613289,-26.942955
-9.16948,8.394677,-20.90359
-12.922364,-11.49622,-18.505814
5.2525034,-24.952065,-19.251593
9.471217,-0.6067041,-3.6877518
26.460798,-9.663259,-12.134497
8.902357,15.429437,-17.907587
8.2095785,-18.259712,-27.894707
-3.8247697,-28.570522,-23.818316
-10.266248,15.514403,-18.888792
-14.416303,19.4629,-19.818432
10.553258,-15.105687,-17.487206
7.9663258,-9.720327,-12.776012
-1.5280337,-6.4244676,-9.7898
-3.4489186,-4.075282,-18.305113
3.1844182,-16.181246,-19.867704
2.7781026,-15.761782,-19.875933
12.927842,15.815474,-32.760906
12.314522,14.658446,-32.231144
4.4752383,15.325868,-11.567956
4.701003,15.6104,-12.08749
5.12664,-11.946091,-21.162882
5.474279,-1.9001155,-25.096125
-2.796463,-2.3031585,-21.979458
-4.288922,0.060742162,-21.998383
4.164804,-19.874083,-19.144732
-1.2649033,-5.1478076,-19.000933
3.9745252,14.182398,-11.260039
18.943209,-7.546454,-16.025154
16.578012,-7.8909698,-14.911031
-5.5393796,-3.8995543,-26.614906
5.171614,-0.026496392,-24.760647
-2.6983001,-4.4834,-19.85159
-2.721481,-4.1948223,-19.054728
10.577479,-11.51386,-21.308836
3.3442852,-9.683151,-15.487339
1.3039534,12.940808,-7.6590977
15.118523,-3.0161805,-17.160543
15.345997,-1.8124259,-14.64303
-13.224086,-7.5571156,8.640065
9.262923,0.50753504,13.098299
10.985406,-5.1896076,3.8397458
14.699063,-5.9491715,22.733707
-23.16544,-12.636209,12.278801
14.13375,-20.803946,23.502415
8.631054,-0.7644582,4.4981775
-17.172092,-6.5802064,3.8822958
15.164815,-6.5246396,17.817516
-11.79052,-8.414537,-0.6208001
12.120528,8.403017,13.1750965
-25.219738,-5.8441315,0.9732006
-9.353551,-1.1355419,-0.21280378
9.421814,-10.073757,5.935601
27.680256,-10.084117,17.109234
28.953943,-3.629328,14.301793
18.572123,-14.065674,18.36046
-4.604362,2.2244244,14.459535
-13.496578,0.0069418834,1.5967541
19.402302,-6.6491237,17.265364
13.102032,-8.150905,21.856668
-18.034012,-1.5135359,-0.98093873
-26.22784,-9.357339,5.3596315
17.156433,-8.311967,18.927382
16.99526,-12.835601,13.040655
-16.34307,-1.946251,-1.9000083
8.688233,6.012347,28.040697
14.510784,11.869693,31.570662
-0.046593275,-25.811049,12.9362955
-0.6645907,-25.674126,13.300957
-0.41907397,10.542491,16.496464
-4.6524396,8.141253,16.837233
-1.8266034,11.610459,15.142862
-1.8864322,11.611929,15.434375
-7.955688,5.048362,10.321254
-5.423897,-12.091693,14.690808
0.79522085,7.653796,10.4548435
-17.125519,11.742539,9.468189
-7.263882,-15.292526,22.456177
-4.7970476,-16.668114,18.981262
-2.4546537,16.31882,6.6550484
-3.9037845,10.373302,15.393244
-15.656914,1.9723461,6.9617586
-4.614329,8.044859,5.883467
6.1349783,9.037459,19.235126
-0.45577785,19.985104,5.5070744
-2.5601778,19.6993,7.2582994
-3.7522569,11.544918,5.2132297
-19.824995,14.520825,0.67742026
-23.23627,13.308074,3.1799004
-11.215553,-17.822353,21.604856
-18.72207,-2.5782342,16.31118
-2.3690426,-7.204965,29.103493
-10.778138,-16.44177,18.409237
-7.7380223,5.188227,14.671765
-7.677181,5.196045,14.654317
-11.006241,13.147017,8.204077
-3.3490884,-0.66548944,16.71949
-4.1618824,6.174022,18.65871
-0.3281839,4.58701,18.057438
-10.76067,25.782106,10.675373
-10.24434,-22.085571,2.384553
-7.9044795,-25.78638,3.515025
-2.7239754,-18.148687,10.374253
32.809483,-9.539424,11.695359
33.02976,-9.606285,11.534262
27.794994,-6.385211,11.9208555
4.739737,11.758584,10.392272
-0.37505826,16.017208,18.400087
31.468351,-2.4762206,16.915092
31.439016,-2.5811765,16.595789
30.610312,-15.238399,13.474434
-1.607924,-12.210116,-10.23364
-1.6282184,-8.783686,-11.040684
30.489338,-13.79257,-19.103931
18.823671,-14.606012,-6.080268
15.221377,1.0020013,-23.49036
13.734167,-3.7982008,-7.904824
8.606608,-8.597385,-17.602701
12.905048,-5.2663994,-4.924501
8.788439,5.0538373,-5.745315
15.626733,-4.142247,-5.967144
11.981794,-5.230648,-7.331922
11.8210335,13.176051,-29.265713
10.140288,11.098327,-0.07622138
8.86595,3.6148458,-1.8724796
16.637384,-14.083641,-6.7864594
8.488849,-8.058765,-18.373
8.446932,-8.4597845,-17.10286
10.847586,-12.285853,-18.121147
8.0569315,4.333033,-3.6863558
1.8820992,7.6217685,-26.884521
7.4448924,15.034748,-26.612286
10.046729,-12.507887,-15.02677
-1.6509738,-8.7888,-11.034251
30.525866,-13.381429,-19.362051
18.673538,-14.627376,-6.1341844
15.237442,0.932175,-21.951778
13.739481,-4.153518,-7.2682333
10.892243,10.6201105,-0.2044866
11.374555,11.718991,-0.7899751
8.536125,3.929449,-2.650507
13.107357,-5.267597,-5.57852
7.4051757,15.034075,-26.58431
12.582715,-10.380789,-19.120848
12.522509,-9.191562,-19.066408
16.512703,-4.535434,-5.983458
13.472411,-11.929696,-18.580925
9.677842,-8.987012,-17.633625
5.753715,10.736888,-1.2977641
-2.316461,-12.020594,-10.189599
-3.5684803,-11.684396,-10.139084
13.8945675,-4.8658705,-6.1240926
13.054973,-6.6297545,-7.021126
11.737668,13.443973,-28.882038
12.469967,-8.537493,-18.19464
16.798662,-15.566668,-6.4514494
16.838198,-15.032382,-6.5059457
10.626204,-10.976693,-17.943594
7.3266554,-8.795994,-18.123104
-3.6879802,-26.204336,-28.58
7.474978,3.4478016,-23.41154
9.325073,0.43801105,-22.805647
-8.851637,-17.953196,-7.427104
3.442432,12.166185,-6.477611
10.55057,3.3059528,-23.324413
7.2825427,3.3990374,-23.297567
-5.450634,-3.9303281,-26.75047
-1.8505018,-6.44044,-10.211269
5.1695857,-17.506315,-19.360268
-2.517985,-2.5219393,-22.267834
4.775563,14.530249,-11.83852
-0.62860084,-15.128603,-9.58577
2.93286,12.985002,-8.306426
23.798273,-7.4245963,-18.962875
21.820284,-6.075743,-8.447366
1.3900442,-12.760613,-23.029821
1.3861333,-12.86773,-23.03812
-5.5493135,-4.9846997,-10.306036
-6.1665688,-1.3889005,-14.98957
15.145426,-2.9997423,-17.143229
10.419908,2.1774335,-23.872652
3.142029,13.069208,-8.541272
19.161844,-8.881892,-16.285576
17.386955,-8.047083,-14.376125
-4.983069,-4.5970926,-27.374224
-3.8684018,-3.990349,-11.697269
-5.902477,-5.4143567,-14.850045
-4.8762646,-4.5628276,-15.621738
13.208833,16.361135,-33.128593
10.316972,2.796652,-23.953281
7.881612,9.715419,-17.916677
18.594353,-7.8734455,-14.698606
18.292114,-7.632954,-13.053643
9.572621,7.4563274,1.0546305
9.123082,-9.948888,-11.252205
8.490722,15.76153,-20.393799
12.303726,11.724458,-18.013674
-8.36668,6.212058,-4.0306377
11.021838,-18.761461,-29.126526
-3.9311967,-28.137278,-23.868383
5.2746644,29.656132,0.5615634
-8.371106,6.2191234,-4.0261807
8.463221,-19.652903,-8.990179
7.4012313,18.082222,-13.611595
5.688306,14.668426,-22.936543
-3.5943518,-26.320913,-27.602842
11.884568,-8.021157,-19.509375
24.59497,-11.653456,-24.785196
2.7254193,30.520233,-9.312311
14.716395,10.564861,-28.516865
3.3421047,-7.024655,15.592587
-21.60894,13.187666,11.493693
-15.616208,-1.3604828,13.501567
19.616318,-13.270384,13.682942
8.20085,-9.877636,-2.7951572
-30.026546,9.551883,1.5289906
15.329117,-18.59836,2.136721
-0.6449566,9.135753,27.750246
7.96578,-9.834528,-2.8503156
8.9819,-14.73133,1.0217508
8.222371,-15.268977,1.6351037
-23.856714,2.19746,-0.9634255
-27.314302,14.291626,-2.9652622
-15.354585,4.721776,22.776085
-26.768148,11.960205,2.6157668
-26.531527,12.407076,2.3033762
17.436028,-3.0735126,27.69315
26.277227,-9.233722,17.58634
14.027245,-5.4094586,9.50113
-24.279728,7.7749424,2.6564894
-25.023891,-3.4178574,-0.78142613
16.576303,-17.274559,15.668293
8.590197,-15.66772,17.476456
-13.769225,-0.14342864,15.58352
20.942156,-16.947914,5.7974195
19.501444,-19.549019,4.9319186
14.153811,-12.600096,18.74666
8.962369,-6.117599,9.676544
18.965694,-4.248128,15.147994
20.2056,-3.909762,13.928258
-27.19218,8.345236,7.225796
28.298973,-15.396676,18.32299
27.106237,-12.980796,15.363956
11.162977,-7.8364496,-2.1304064
-2.1465912,9.409704,24.608881
11.427847,7.3812647,30.030155
12.7843075,8.191379,31.726547
3.7453022,3.7127142,40.151585
1.9168279,1.7794354,42.7799
2.4524543,1.0773228,41.61696
2.2891004,14.661723,34.406067
-17.89438,11.9872,23.386604
-2.3257673,11.826468,36.276215
3.4564595,2.467953,31.251087
5.4888105,6.136783,33.08895
-2.279698,-7.2922726,24.822392
6.446321,6.620507,27.629164
6.351448,8.79854,27.073402
-0.78310615,4.2044487,21.41322
-5.698348,-1.3845836,17.628141
-14.631956,-10.582032,12.172384
-1.5007825,5.397023,26.493898
7.4911685,7.565537,27.969368
-5.197068,7.5874925,27.41582
-5.805042,14.986131,19.91692
-6.789252,-7.513399,17.268438
-4.2207713,15.280816,18.551394
-28.918007,9.825002,17.592869
-14.172087,-5.670952,10.330183
-28.045504,12.150905,16.10947
-15.814842,12.924624,16.122313
-20.056484,6.054324,1.2602985
-10.659156,-7.6196146,14.308448
-28.279306,6.2683296,11.419628
-25.58784,6.1435285,25.943785
-25.335047,5.7166276,27.039047
-12.09425,22.93836,19.066105
-28.03983,12.241103,9.281278
-25.965673,4.1336403,16.129822
-26.52475,6.683139,-3.3947127
-13.691098,-20.569298,14.120528
-14.236118,-23.751682,15.677594
-5.854893,7.9451704,16.166695
-6.4020123,-0.25117254,19.481874
-2.6958888,16.510206,6.850315
-9.050765,7.2354655,10.168071
-19.979439,1.1294255,7.202197
-9.41186,14.17547,4.375109
-22.612677,-1.2621872,-1.7484868
-21.609346,-1.076023,-0.81175524
-16.22631,-8.94203,12.666755
-25.41843,-3.3322737,8.8337555
-20.390812,2.8742778,3.8954349
-18.283552,2.5803187,2.319417
-22.330086,2.4768023,-8.255873
-8.273257,-7.830575,15.712029
-8.700124,5.7808647,10.304986
29.202469,-9.928592,-30.060453
11.30615,-12.479828,-10.695585
-6.5260115,-5.4360785,-5.2933497
12.817978,-10.627546,-35.211765
12.5822735,-10.902802,-35.329803
-5.308989,-8.440514,0.06536278
4.0714555,13.857875,-24.12785
4.152233,13.8885765,-23.99588
11.248676,3.8954182,-19.460596
13.528724,-7.481746,-21.108212
12.497451,-6.838997,-22.072977
10.470615,-1.6481282,-21.538548
12.468556,-6.5764256,-22.686401
11.899225,9.271979,-0.5793708
12.711655,8.50813,-1.257926
10.114691,-0.9200213,-18.880402
15.027965,-13.354792,-16.893478
13.902123,-12.3636875,-18.419033
6.207523,14.107852,-2.8100843
1.1888015,1.4127641,-5.2977552
1.1744163,13.666446,-21.940117
12.41358,10.080745,-18.448175
10.524435,-4.4138975,-21.867123
10.257349,-5.6065526,-12.630916
32.074078,-12.547179,-19.998068
21.361082,-13.034729,-7.1211433
16.298073,4.1439056,-22.39237
10.437447,8.557067,-16.59156
10.4003315,-4.186601,-14.28693
11.449794,-3.3982074,-11.279837
12.77341,6.2316923,-0.1950132
-22.47751,-6.1667037,-8.794626
-14.827636,-0.6228923,-4.262761
-13.863908,-5.4887466,-9.626341
-5.3218384,23.764832,-18.33686
-24.757948,-11.258063,-10.352417
3.638424,18.067728,5.11941
4.367019,-15.470143,-10.536334
4.9116764,1.674052,1.896955
2.7187896,16.829878,5.052285
5.831659,13.650183,4.4766374
23.87917,-2.1045532,-13.117891
6.563713,-23.711943,0.9800796
7.2056704,10.378915,-6.0281115
-7.6287684,16.053675,-10.796008
-8.164682,-2.702118,-32.03487
-14.451315,-3.9164078,-9.263574
-0.7338689,14.854512,-18.298414
7.531512,-24.551922,-0.280228
-15.810667,-12.078521,-15.694055
3.4888823,4.6954803,-16.038961
5.969272,-21.850176,-13.522018
9.474521,-10.166511,-6.895043
2.9730077,12.159538,-10.998105
8.12401,3.9020414,-26.389128
7.2332773,-4.323281,-22.760157
-0.21406116,-5.5756016,-25.376282
5.9131107,8.482034,-10.464326
3.787119,10.797053,-10.531347
17.150229,0.7871569,-18.658535
2.2897995,2.3178573,-15.184955
-0.9537718,12.072704,-17.602316
19.322134,-15.51317,-16.73992
3.2816563,-6.7670574,-9.161131
7.3962693,-14.63556,-16.372362
6.4529943,6.260082,-24.846922
-7.513033,-0.19041947,-15.316885
15.007212,-9.238113,-14.855662
-0.31671453,1.9015156,-21.370657
2.9295712,10.741845,-10.142258
22.70974,-7.109725,-8.238594
-6.369569,-2.313109,-26.49467
6.6769023,-2.5587215,-23.310997
-0.8088261,-12.875801,-10.156392
-5.667159,-2.4800005,-16.83661
19.85543,-10.24416,-9.193117
4.698812,-1.9111701,-21.401659
5.865051,12.702494,-15.844219
20.346172,-3.6103158,-23.16945
-0.92585874,-18.225943,-23.762196
-0.6519347,-6.7636733,-8.586498
10.612678,5.939393,-27.638706
9.469684,0.5227956,-24.125286
-2.785562,-5.9354253,-14.3915
20.991007,-12.96427,-18.730606
-4.7290096,0.93560743,-20.56491
5.3711686,13.838906,-15.590016
16.573042,-16.01358,-22.505924
5.6235304,13.316735,26.032293
-6.692185,17.304123,23.866741
-14.661881,6.3423314,-5.177843
8.15584,-12.877865,-2.145424
22.866838,9.964249,4.0918193
23.32097,3.6549647,-3.987975
17.14542,-7.631011,-2.063084
12.585564,-7.0860734,15.268338
12.809794,-11.805187,3.1730828
8.752508,-5.485805,7.1624026
-13.877041,14.079363,6.803228
-20.250801,10.813393,0.29771602
-18.625471,2.866707,-3.583147
-21.641043,-4.529898,-0.31727797
23.125484,-20.30009,10.410608
-27.68779,14.842577,-2.1380272
13.496479,1.7235371,-1.6180968
-24.43368,11.620721,16.207691
-27.784874,10.94447,18.3684
-31.923613,12.292884,11.401509
17.771389,-20.671453,1.6339076
18.385984,-20.421343,2.068548
-22.534359,7.8019357,-4.1539226
-14.776275,-7.604431,-4.70495
9.916962,-10.736846,-2.3150108
9.17528,-12.8545885,-2.3758583
11.564502,-18.853441,2.3421814
8.742104,-19.476948,2.9735975
-28.628798,1.8602396,-6.820478
5.2017984,-10.366848,-3.344824
7.619814,4.273233,2.3219218
27.385353,-15.9891815,13.680314
-7.744477,4.0316615,4.361925
-10.224174,5.868673,24.567572
12.268869,-7.118782,11.640786
-4.621053,-5.808202,13.963048
-0.49101654,18.062012,25.230925
-12.531931,13.5349245,24.367823
-13.359367,13.351622,24.39034
-11.425941,14.664868,23.944773
-10.919079,15.551768,23.677378
-12.82583,15.857748,20.937391
26.193659,-16.705711,13.418274
-4.5372424,-16.554129,-31.182419
4.280699,10.921758,25.738688
14.920761,-8.165986,8.88866
4.3337746,-17.930552,9.653014
3.1943467,-6.8849816,14.595615
-4.02734,-5.666616,14.530237
12.29382,-16.43733,6.028273
4.334644,-11.469561,19.221283
10.13055,2.4862468,27.528538
-4.2889338,-11.910912,8.83413
-10.817417,-20.585659,6.965219
-10.28643,-20.604414,7.71325
-9.908259,-20.622438,8.648834
-11.36618,-26.420668,11.558829
-10.879663,-25.851498,12.975704
-4.2237496,16.235014,15.317468
-18.23353,2.1954885,1.8435127
-18.536781,4.0345216,0.23398036
-20.518501,-0.68112683,8.048902
-31.543577,-6.7925506,5.9016542
-3.7538202,-16.405516,11.539404
-30.347797,7.411207,1.4267752
-29.856934,7.2975163,7.650689
-27.255703,-5.5154476,12.854704
-14.830758,14.211138,22.706007
-15.646193,14.093956,22.694466
-19.647896,4.951106,21.665869
-27.76671,7.729098,9.422315
-28.823479,8.437972,8.813203
-11.953385,-17.766397,7.534773
-20.168787,17.497137,13.4188795
-24.426472,5.741138,25.351757
-10.950753,17.809547,7.3825145
-12.670981,0.15168573,5.4199667
-27.432474,15.784406,-6.786055
-27.435427,15.999445,-7.052672
-4.9975653,10.449775,3.613367
-9.83381,-22.281843,13.0284195
-16.992655,-20.821346,4.97001
-16.917799,-21.246624,5.179681
-13.536217,-20.532902,12.875734
-18.027645,1.4583548,0.9864512
-32.806335,-7.4515104,6.7748833
-21.486101,4.7065616,6.354636
-33.045197,1.288283,2.191407
9.02685,-11.033505,-8.797599
11.356197,-15.19174,-9.270855
20.431072,8.107213,-23.771484
10.490909,8.269701,-16.781778
14.033335,8.62628,-5.945486
11.637056,5.391074,-9.080454
15.631651,-9.334346,-5.124403
-4.1832256,14.087873,-36.205254
11.511954,-4.297729,-21.320236
11.371225,-5.110091,-21.894184
30.696875,-12.785773,-19.811476
22.923218,-13.075038,-7.161533
19.109165,5.4092607,-22.609758
12.097704,-5.7953806,-14.41203
10.685996,-2.942447,-12.316452
14.62061,8.070294,-5.32951
12.570746,4.5376515,-8.248908
1.253207,13.698193,-21.93137
12.202003,9.861515,-17.978157
15.031756,-7.170561,-20.592522
9.306428,-11.3211775,-9.00848
22.828825,-13.014756,-7.2324176
20.960695,7.9401608,-23.495913
10.21887,-1.696546,-20.486792
10.849759,-4.769406,-13.928334
10.977178,-2.9778552,-12.010043
13.266517,3.4249856,5.6559463
-17.78193,-5.466122,6.2473392
-16.924616,2.6581254,13.098118
1.7548326,12.513859,-12.881617
22.826996,-10.895203,-27.803211
0.121356435,-16.777971,-15.298234
6.171247,18.175798,-22.50704
-10.71585,24.722042,-19.527458
7.877847,28.327795,7.1383843
9.947679,7.4162593,2.5806959
23.866756,-3.2899017,-9.336466
15.684871,-16.95596,-26.05981
-2.4323463,13.351722,-10.499882
-14.648193,-3.3414674,-7.727196
-0.89810145,-25.024149,-14.336906
4.7545433,22.507515,3.5920575
18.344748,-12.93256,-27.365871
8.230055,28.970186,6.263523
8.328767,29.857962,5.922186
5.877791,-28.546597,-4.1647224
-21.414612,25.633352,-9.75002
5.123336,22.773512,4.170408
15.212856,0.7177043,-17.296915
10.774435,7.1644855,-21.152126
11.398394,13.722234,-6.8559237
-8.262074,2.7273393,10.415129
-7.570326,-14.663458,4.41227
5.707652,-5.053647,-6.1498494
8.109171,-4.271918,-13.959371
8.438462,-15.535853,-16.186165
-4.000849,-1.570237,-17.951424
-3.3792636,-3.1536734,-16.059357
3.1717367,-4.868841,-23.468426
-5.9150524,1.7741078,-20.05146
23.128326,-5.4352736,-9.074836
22.698568,-6.106737,-8.552778
3.7452586,-6.163248,-9.024364
10.639186,-0.71527684,-10.071581
1.024781,-4.8053637,-24.602728
-4.791649,-1.6631938,-18.067034
19.742579,5.416972,-21.632988
8.604165,3.6608322,-25.24002
5.842197,12.3487215,-11.499815
13.976039,8.332199,-1.2531877
10.33446,5.8180866,-27.461077
10.697356,6.442544,-24.770952
-1.516063,-3.8598506,-22.902754
-4.0852027,-3.8388944,-15.707548
17.90648,3.07636,-16.781427
11.437381,-1.4759605,-3.5237026
-1.718881,12.240959,-9.9484825
12.365354,-5.835278,-30.91405
-12.7598095,16.898048,-1.0089259
4.5371313,14.664166,30.270075
-16.418781,18.94089,5.0510345
-17.88757,17.501667,1.3307172
-17.735361,17.576475,1.3463417
13.762923,-8.970759,-35.11586
5.725427,13.371443,31.524235
9.628873,10.967967,24.228544
9.309438,11.126559,24.552721
5.1890893,9.2456665,32.018955
12.944086,14.461643,27.502804
12.753219,14.260519,27.547646
0.9958827,12.632916,26.291744
0.44242594,13.052578,25.959658
-34.417118,2.2407403,3.345791
-3.7694495,0.6272682,45.775646
20.558329,-12.066252,-2.86875
-20.731213,21.391329,7.142124
-20.580524,21.235191,6.792099
-20.429098,15.728509,0.9687862
-22.146225,2.8582458,-5.108477
-22.286442,2.8798254,-4.9542637
20.310057,-6.9876747,-5.120629
15.504789,-22.162178,4.2988343
-1.5504799,4.3387604,12.889363
-5.2042127,2.2734482,12.198814
-4.8662424,2.87815,13.811958
-7.136332,-10.839483,10.99679
-5.8588843,10.576393,25.82682
8.27652,-24.829666,8.695265
-16.624647,7.126262,23.100935
-13.661277,7.8605604,27.633501
-13.500784,10.274475,24.811941
-13.357564,9.093995,25.459446
-6.737684,7.990729,37.494404
-16.572771,9.81125,27.314272
-16.506664,10.7393,27.948658
-13.189054,8.368999,23.561022
-19.578894,-2.9343894,11.546432
-20.902466,11.251264,19.051947
13.8106165,-13.904446,0.63432324
2.255076,16.781578,28.635794
-0.5811284,19.150099,28.052366
-9.019462,24.085604,15.622977
4.9299636,23.92098,22.391085
2.9767015,24.626835,21.075928
5.5802097,24.65392,23.549547
5.418102,24.571095,23.58203
3.4421098,25.74024,23.58235
-11.490202,-3.0218604,19.8564
-3.6343684,20.03769,14.804631
6.988738,10.219187,18.00147
-7.6227455,14.040136,17.622952
-15.310844,6.513605,-5.096732
-24.416224,11.146375,9.130881
-9.238004,7.1749105,6.2746253
-4.727646,-22.269754,3.0101597
-5.4278507,-21.61576,0.7587653
-0.9403594,-23.163023,2.9253879
5.1509924,5.2105455,7.536439
6.1709247,6.533298,9.611142
-3.171983,-25.904287,3.1607428
-2.5164745,-25.701006,3.1911874
12.506237,-7.582842,1.467779
11.735125,-8.741235,9.182474
1.6199418,17.203281,34.126568
-8.878188,23.578548,8.077056
-8.855381,23.05619,8.701186
-2.4233794,-23.937733,4.379975
-1.6931206,-22.743328,3.381625
22.128077,0.20250054,16.509127
22.064491,0.8754476,18.087654
20.388287,1.2259365,18.00894
0.30303508,-23.316813,1.8076307
19.879505,0.8138853,14.777991
21.565104,0.7890881,18.984228
-1.6425397,-23.869396,4.3523173
-0.2895979,-24.509733,4.58303
-2.524201,-21.651798,5.5761294
-13.013881,24.704613,-16.552948
-2.863715,15.358338,-17.203625
5.482475,5.9624195,-7.3628044
2.4736638,-15.919972,-7.1131334
19.488012,18.065826,-8.563559
13.159379,9.045042,-16.142092
-15.661245,-16.121588,-6.294431
22.246193,-8.394254,7.7762747
-9.351605,1.812522,-3.6774487
-15.5598955,-1.4229594,-8.10819
-2.763007,-3.536629,-4.835022
15.779616,-12.533856,-7.231568
-19.093706,-9.737855,-19.148813
4.158964,8.639178,0.17286476
8.237649,17.370916,-1.8790002
5.458195,5.948568,-7.1928463
-12.931773,24.654463,-16.613806
15.45568,-14.055378,-23.096432
18.833355,-19.158937,-16.389145
14.298081,-12.427004,-6.175559
-18.428423,-9.965583,-19.535254
-14.563254,1.9623134,-15.5847025
13.595774,-1.2978885,0.552435
6.82839,5.119849,-6.439454
-4.3678174,30.81916,-15.310586
-10.160895,-9.461539,-9.597166
14.642875,-12.9279375,-24.171284
1.218639,-14.386269,-8.808566
-10.951281,-18.05715,-14.21697
-9.851931,-16.055222,-16.460936
12.636353,11.991104,0.17450534
16.033524,7.4996595,1.8394947
-8.703116,-6.460174,3.0024605
18.496645,-6.7399526,-8.217131
17.130344,10.226762,-2.425231
25.133934,-6.5244255,-7.5641627
0.4614016,-16.625803,-23.403522
11.843927,13.623812,-0.46360347
11.451217,13.787,2.1532378
10.723128,-2.0366695,-25.975803
12.623248,15.136962,-2.2515066
6.059541,15.016104,-6.3289347
16.688074,14.824831,6.9511113
-13.744372,-2.8143415,-6.6481576
1.0680996,19.033092,-17.477692
